time,temperature_2m (?C),relative_humidity_2m (%),apparent_temperature (?C),rain (mm),weather_code (wmo code),cloud_cover (%)
2020-08-31T01:00,26.1,95,32,0,0,17
2020-08-31T02:00,25.8,96,31.8,0,1,21
2020-08-31T03:00,25.5,97,31.6,0,1,22
2020-08-31T04:00,25.3,97,31.5,0,1,25
2020-08-31T05:00,25.1,98,31.2,0,1,31
2020-08-31T06:00,25.1,98,31.3,0,1,32
2020-08-31T07:00,26.3,92,32.8,0,1,29
2020-08-31T08:00,27.9,84,34.4,0,1,29
2020-08-31T09:00,29.3,77,35.4,0,1,47
2020-08-31T10:00,30.6,70,37.2,0,1,46
2020-08-31T11:00,31.6,67,38.4,0,2,51
2020-08-31T12:00,32,66,38.6,0,1,41
2020-08-31T13:00,32.6,63,39.6,0,1,42
2020-08-31T14:00,32.7,61,38.8,0,2,60
2020-08-31T15:00,32.5,60,36.9,0,2,56
2020-08-31T16:00,29.6,79,34.5,1.6,61,57
2020-08-31T17:00,29,80,34.9,0.1,51,45
2020-08-31T18:00,28.5,82,34.7,0,1,39
2020-08-31T19:00,27.6,84,32.9,0,1,31
2020-08-31T20:00,27.4,86,33.2,0,1,26
2020-08-31T21:00,27.1,89,33.1,0,1,28
2020-08-31T22:00,26.9,91,32.8,0,1,25
2020-08-31T23:00,26.7,91,32.5,0,1,26
2020-09-01T00:00,26.4,92,32.2,0,1,29
2020-09-01T01:00,26.2,92,31.8,0,1,21
2020-09-01T02:00,25.8,94,31.4,0,1,20
2020-09-01T03:00,25.5,95,31.2,0,1,24
2020-09-01T04:00,25.3,96,31.1,0,1,23
2020-09-01T05:00,25.1,97,30.8,0,0,15
2020-09-01T06:00,25.1,97,31.1,0,0,15
2020-09-01T07:00,26.9,91,33.6,0,1,38
2020-09-01T08:00,28.5,85,35.3,0.1,51,37
2020-09-01T09:00,29.9,82,36.9,0.1,51,64
2020-09-01T10:00,31.3,71,38.2,0.3,51,79
2020-09-01T11:00,30.1,74,36.2,4.1,63,58
2020-09-01T12:00,31.7,68,38.9,0.1,51,73
2020-09-01T13:00,30,70,34.9,4.2,63,98
2020-09-01T14:00,28.9,78,34.1,0.8,53,41
2020-09-01T15:00,29.3,75,35.1,0.7,53,82
2020-09-01T16:00,29,79,34.5,0.3,51,35
2020-09-01T17:00,28.2,82,33.4,0.4,51,67
2020-09-01T18:00,26.1,90,30.9,0.8,53,63
2020-09-01T19:00,26.8,89,32.5,0.1,51,62
2020-09-01T20:00,26.6,89,32.7,0.4,51,43
2020-09-01T21:00,26.5,92,32.5,0,2,54
2020-09-01T22:00,26.4,93,32.5,0,1,38
2020-09-01T23:00,26.2,95,32.4,0.1,51,43
2020-09-02T00:00,26,96,32.4,0.2,51,70
2020-09-02T01:00,25.9,96,32.2,0.3,51,69
2020-09-02T02:00,25.9,96,32.1,0.3,51,78
2020-09-02T03:00,25.8,96,31.8,0.3,51,92
2020-09-02T04:00,25.7,96,31.9,0.3,51,90
2020-09-02T05:00,25.3,98,31.5,0.3,51,80
2020-09-02T06:00,25.3,98,31.6,0.2,51,86
2020-09-02T07:00,26.6,92,32.9,0.1,51,33
2020-09-02T08:00,28.2,79,33.4,0,1,34
2020-09-02T09:00,29.6,70,34.3,0,1,32
2020-09-02T10:00,30.7,65,36.4,0,1,34
2020-09-02T11:00,31.2,64,37.6,0,1,39
2020-09-02T12:00,31.5,65,37.5,0,1,37
2020-09-02T13:00,32,62,37.9,0,1,40
2020-09-02T14:00,32.3,60,38,0,1,33
2020-09-02T15:00,32.3,59,36.8,0,1,41
2020-09-02T16:00,29.4,76,33.6,0.5,53,68
2020-09-02T17:00,27.9,85,33.9,0.3,51,62
2020-09-02T18:00,27.4,86,33.5,0.8,53,88
2020-09-02T19:00,27.9,88,33.8,2.3,61,52
2020-09-02T20:00,27.5,90,33.8,0,1,49
2020-09-02T21:00,27,92,33.2,0.9,53,64
2020-09-02T22:00,26.5,93,32.2,1.3,61,52
2020-09-02T23:00,26.1,94,32.2,1.5,61,63
2020-09-03T00:00,25.7,95,31.6,1.9,61,37
2020-09-03T01:00,25.2,95,30.1,0.1,51,35
2020-09-03T02:00,25,94,30.3,0.1,51,40
2020-09-03T03:00,25,94,30.9,0,2,52
2020-09-03T04:00,24.4,96,29.1,5.1,63,100
2020-09-03T05:00,24.1,96,28.9,5.8,63,100
2020-09-03T06:00,24,94,29.3,3.8,63,93
2020-09-03T07:00,25.7,94,31.3,0.5,53,30
2020-09-03T08:00,27,89,32.9,0.1,51,32
2020-09-03T09:00,28.6,82,35.1,0,1,33
2020-09-03T10:00,30.1,77,37.9,0.1,51,33
2020-09-03T11:00,31,75,39.3,0.1,51,61
2020-09-03T12:00,31.9,73,40.9,0.1,51,62
2020-09-03T13:00,32.3,71,40.9,0,1,29
2020-09-03T14:00,32.6,67,40.2,0,2,52
2020-09-03T15:00,30.7,72,36.2,0.7,53,52
2020-09-03T16:00,31,70,37.3,0.1,51,29
2020-09-03T17:00,29.9,74,35.6,0.2,51,51
2020-09-03T18:00,29.3,79,35.8,0.1,51,42
2020-09-03T19:00,28.4,84,34.6,0,2,56
2020-09-03T20:00,28.2,86,34.9,0.3,51,50
2020-09-03T21:00,27.7,88,33.4,0.1,51,60
2020-09-03T22:00,26.8,88,31.7,0.2,51,68
2020-09-03T23:00,26.1,87,30.8,2.3,61,48
2020-09-04T00:00,25.8,90,30.8,2.5,63,29
2020-09-04T01:00,25.8,93,31.1,0,1,32
2020-09-04T02:00,25.6,96,31.2,0.5,53,56
2020-09-04T03:00,25.6,96,31.3,1.5,61,92
2020-09-04T04:00,25.3,96,30.6,1.3,61,72
2020-09-04T05:00,25.4,95,30.3,0.1,51,33
2020-09-04T06:00,25.4,95,30.5,0,1,27
2020-09-04T07:00,26.4,90,31.4,0,1,32
2020-09-04T08:00,27.7,85,32.5,0,2,65
2020-09-04T09:00,29.1,78,34,0,1,29
2020-09-04T10:00,30,76,35.7,0.1,51,19
2020-09-04T11:00,30.7,77,38.5,0.1,51,36
2020-09-04T12:00,31.5,71,38.6,0.2,51,100
2020-09-04T13:00,30.2,75,35.4,2,61,56
2020-09-04T14:00,30.4,75,35,1.5,61,68
2020-09-04T15:00,29.6,76,34.5,1.5,61,50
2020-09-04T16:00,29.1,80,34.5,0.9,53,48
2020-09-04T17:00,28.1,81,32.7,2.6,63,100
2020-09-04T18:00,27,86,33,1,55,55
2020-09-04T19:00,27.1,90,32.5,0,1,46
2020-09-04T20:00,26.6,91,32.3,0.5,53,46
2020-09-04T21:00,26.5,93,32.5,0.1,51,31
2020-09-04T22:00,26.2,95,32.3,0,1,33
2020-09-04T23:00,26.1,96,32.5,0,1,31
2020-09-05T00:00,25.9,97,32.3,0,1,37
2020-09-05T01:00,25.7,98,32.1,0,1,44
2020-09-05T02:00,25.4,99,31.6,0,1,46
2020-09-05T03:00,25.3,99,32,0,1,41
2020-09-05T04:00,25.1,99,31.3,0.1,51,59
2020-09-05T05:00,24.8,100,31,0,3,100
2020-09-05T06:00,24.8,100,31.3,0,3,100
2020-09-05T07:00,26.4,94,33.1,0,1,33
2020-09-05T08:00,28,84,34.3,0,0,19
2020-09-05T09:00,29.4,76,35.5,0,0,20
2020-09-05T10:00,30.4,74,38,0,0,14
2020-09-05T11:00,31.3,72,40,0,1,30
2020-09-05T12:00,31.8,73,40.6,0.1,51,69
2020-09-05T13:00,32.1,67,39.8,0.1,51,73
2020-09-05T14:00,31.4,69,37.7,0.1,51,46
2020-09-05T15:00,30.9,73,36.5,0.5,53,27
2020-09-05T16:00,30.3,73,35.4,0.2,51,48
2020-09-05T17:00,30.1,74,35.4,0,1,25
2020-09-05T18:00,29,82,35.3,0.3,51,34
2020-09-05T19:00,28,86,33.9,0,1,26
2020-09-05T20:00,27.7,87,33.5,0,1,28
2020-09-05T21:00,27.4,88,33.2,0,1,30
2020-09-05T22:00,27.1,89,32.8,0,1,28
2020-09-05T23:00,26.7,92,33.1,0,1,36
2020-09-06T00:00,26.3,84,31.8,1.1,55,74
2020-09-06T01:00,26.1,89,32,0.4,51,61
2020-09-06T02:00,25.8,92,31.5,0.1,51,37
2020-09-06T03:00,25.4,96,31.1,0,1,37
2020-09-06T04:00,25.3,97,31.1,0,1,37
2020-09-06T05:00,25.2,97,31,0,1,28
2020-09-06T06:00,25.1,97,31,0,1,23
2020-09-06T07:00,26.5,91,32.7,0,1,24
2020-09-06T08:00,28,84,34.2,0,1,28
2020-09-06T09:00,29.3,77,34.9,0,1,39
2020-09-06T10:00,30.4,71,36.4,0.1,51,46
2020-09-06T11:00,31.1,68,37.4,0.2,51,62
2020-09-06T12:00,31.8,66,38.3,0.1,51,96
2020-09-06T13:00,31.3,69,37.2,0.2,51,97
2020-09-06T14:00,30.4,71,35.7,2,61,44
2020-09-06T15:00,29.8,74,34.9,0.8,53,51
2020-09-06T16:00,28.4,79,33.3,1.9,61,90
2020-09-06T17:00,26.9,83,31.7,3.1,63,55
2020-09-06T18:00,26.6,88,32.1,0.1,51,38
2020-09-06T19:00,27.1,87,33,0,1,32
2020-09-06T20:00,26.4,89,31.8,1.9,61,87
2020-09-06T21:00,26.2,90,31.8,0.6,53,46
2020-09-06T22:00,25.7,92,31.4,2.3,61,58
2020-09-06T23:00,25.4,94,31.1,0.1,51,31
2020-09-07T00:00,25.1,96,30.9,0,1,31
2020-09-07T01:00,24.8,97,30.5,0,1,36
2020-09-07T02:00,24.9,97,30.9,0,1,38
2020-09-07T03:00,24.7,98,30.3,0,2,56
2020-09-07T04:00,24.9,98,30.6,0,3,89
2020-09-07T05:00,24.9,98,30.7,0,2,51
2020-09-07T06:00,25,97,30.8,0,1,48
2020-09-07T07:00,25.9,91,31.6,0,1,26
2020-09-07T08:00,27.6,84,33,0,1,47
2020-09-07T09:00,29,78,34.8,0,1,41
2020-09-07T10:00,30.3,75,37.4,0,1,38
2020-09-07T11:00,31,73,39.1,0.1,51,38
2020-09-07T12:00,31.9,69,39.8,0.1,51,46
2020-09-07T13:00,32,69,40.6,0,2,52
2020-09-07T14:00,32.5,67,40.4,0.1,51,52
2020-09-07T15:00,30.3,73,35.2,1.8,61,96
2020-09-07T16:00,29,80,34.4,2.6,63,70
2020-09-07T17:00,28.9,81,34.8,0.1,51,33
2020-09-07T18:00,28,87,34.2,0,1,50
2020-09-07T19:00,28.2,86,34.1,0,1,30
2020-09-07T20:00,27.6,87,33.2,0,1,29
2020-09-07T21:00,27.1,88,32.9,0,1,30
2020-09-07T22:00,26.6,91,32.6,0,1,31
2020-09-07T23:00,26.2,93,32.3,0,1,31
2020-09-08T00:00,25.9,94,31.8,0,1,30
2020-09-08T01:00,25.7,95,31.7,0,1,28
2020-09-08T02:00,25.4,96,31.3,0,1,26
2020-09-08T03:00,25.1,97,30.9,0,1,25
2020-09-08T04:00,25,97,30.6,0,1,24
2020-09-08T05:00,24.8,98,30.4,0,1,23
2020-09-08T06:00,24.8,98,30.4,0,1,23
2020-09-08T07:00,26.2,92,31.9,0,1,26
2020-09-08T08:00,27.9,85,33.8,0,1,31
2020-09-08T09:00,29.4,77,35,0,1,39
2020-09-08T10:00,30.5,75,37.5,0.1,51,41
2020-09-08T11:00,31.4,68,39.1,0.1,51,65
2020-09-08T12:00,31.8,66,38.6,0,2,60
2020-09-08T13:00,31.7,66,37,0,2,61
2020-09-08T14:00,29.3,77,34.5,0.6,53,43
2020-09-08T15:00,30.3,73,36.4,0,1,41
2020-09-08T16:00,30.4,71,35.8,0.2,51,65
2020-09-08T17:00,29.9,73,35,0.1,51,55
2020-09-08T18:00,28.6,83,34.5,0.1,51,50
2020-09-08T19:00,28.4,90,35.4,0,1,46
2020-09-08T20:00,28.1,91,35,0,1,49
2020-09-08T21:00,27.7,90,34.2,0.2,51,52
2020-09-08T22:00,27.2,90,33.5,0.1,51,52
2020-09-08T23:00,26.6,92,32.7,0.1,51,50
2020-09-09T00:00,26.3,94,32.5,0,2,52
2020-09-09T01:00,26.1,95,32.3,0.1,51,54
2020-09-09T02:00,26.1,95,32.4,0,1,45
2020-09-09T03:00,26,96,32.4,0,2,59
2020-09-09T04:00,25.9,97,32.2,0.1,51,61
2020-09-09T05:00,25.8,97,32.1,0.1,51,52
2020-09-09T06:00,25.7,97,32.1,0,2,52
2020-09-09T07:00,26.7,90,33.3,0.1,51,54
2020-09-09T08:00,28.1,84,34.7,0,1,34
2020-09-09T09:00,29.2,80,36.2,0.1,51,24
2020-09-09T10:00,30.2,79,38.6,0.2,51,54
2020-09-09T11:00,31,77,40,0.3,51,100
2020-09-09T12:00,31.4,71,39.3,0.3,51,96
2020-09-09T13:00,31,71,38.3,0.9,53,51
2020-09-09T14:00,30.6,71,35.9,0.6,53,65
2020-09-09T15:00,29.6,78,35,0.2,51,47
2020-09-09T16:00,28,83,33.5,2.5,63,29
2020-09-09T17:00,28.3,83,33.9,0,1,43
2020-09-09T18:00,27.5,86,33.1,1,55,82
2020-09-09T19:00,27.5,91,34.2,0.3,51,33
2020-09-09T20:00,27.2,93,34.2,0,1,32
2020-09-09T21:00,26.9,95,33.9,0,1,43
2020-09-09T22:00,26.7,96,33.3,0,1,43
2020-09-09T23:00,26.2,97,32.5,0,1,38
2020-09-10T00:00,25.9,97,32.1,0,1,47
2020-09-10T01:00,25.6,97,31.7,0,1,42
2020-09-10T02:00,25.3,97,31.2,0,1,39
2020-09-10T03:00,24.9,98,31,0,1,35
2020-09-10T04:00,24.8,98,31,0,1,37
2020-09-10T05:00,24.6,99,30.9,0,1,38
2020-09-10T06:00,24.5,100,30.7,0,1,41
2020-09-10T07:00,26.1,93,32.4,0,1,46
2020-09-10T08:00,27.6,84,33.6,0,1,39
2020-09-10T09:00,29.2,75,34.7,0,2,51
2020-09-10T10:00,30.1,71,36,0.2,51,73
2020-09-10T11:00,30.9,70,38.1,0,2,57
2020-09-10T12:00,31.5,68,39.1,0.1,51,100
2020-09-10T13:00,30.8,71,37,1.4,61,80
2020-09-10T14:00,30.2,74,35.6,1.6,61,34
2020-09-10T15:00,30.6,74,36.6,0.1,51,53
2020-09-10T16:00,29,75,33.4,3,63,100
2020-09-10T17:00,28.5,80,34.3,0.5,53,44
2020-09-10T18:00,27.8,86,34.2,0,2,62
2020-09-10T19:00,27.2,89,32.8,0,1,40
2020-09-10T20:00,26.3,92,32,0,1,48
2020-09-10T21:00,26,93,31.9,0,1,50
2020-09-10T22:00,25.8,94,32,0,2,52
2020-09-10T23:00,25.7,94,31.8,0,2,74
2020-09-11T00:00,25.5,95,31.5,0.1,51,72
2020-09-11T01:00,25.4,96,31.1,0.1,51,61
2020-09-11T02:00,25.2,97,31.1,0.1,51,56
2020-09-11T03:00,25,98,30.9,0,2,53
2020-09-11T04:00,25,98,30.9,0,2,55
2020-09-11T05:00,24.9,98,31.2,0,2,52
2020-09-11T06:00,24.9,98,30.7,0,2,50
2020-09-11T07:00,26.3,93,32.5,0,1,30
2020-09-11T08:00,27.7,83,33.4,0,1,26
2020-09-11T09:00,29,76,34.9,0,1,46
2020-09-11T10:00,30.2,71,37,0.1,51,51
2020-09-11T11:00,30.9,71,38.1,0.1,51,92
2020-09-11T12:00,31.5,69,38.8,0.2,51,100
2020-09-11T13:00,31.5,67,37.7,0.2,51,82
2020-09-11T14:00,29.1,77,33.6,2.6,63,41
2020-09-11T15:00,29,76,33.3,1.5,61,68
2020-09-11T16:00,29.2,77,34.5,0.1,51,49
2020-09-11T17:00,27.1,82,31.5,3.6,63,100
2020-09-11T18:00,26.2,87,31.7,2.7,63,75
2020-09-11T19:00,27.7,87,33.6,0.1,51,35
2020-09-11T20:00,27.3,88,33.2,0,1,34
2020-09-11T21:00,26.8,91,32.7,0,1,37
2020-09-11T22:00,26.6,93,32.8,0,1,37
2020-09-11T23:00,26.3,94,32.4,0,1,40
2020-09-12T00:00,26,95,32.2,0,1,34
2020-09-12T01:00,25.6,96,31.6,0,1,36
2020-09-12T02:00,25.3,96,31.2,0,1,42
2020-09-12T03:00,25,97,31.1,0,1,38
2020-09-12T04:00,25,97,30.8,0,1,35
2020-09-12T05:00,24.9,97,30.6,0,1,20
2020-09-12T06:00,24.8,97,30.4,0,0,13
2020-09-12T07:00,26,92,32.1,0,1,28
2020-09-12T08:00,27.6,83,33.4,0,2,50
2020-09-12T09:00,28.9,76,34.6,0.1,51,38
2020-09-12T10:00,30,70,36.2,0.1,51,22
2020-09-12T11:00,31,66,38.3,0.1,51,36
2020-09-12T12:00,31.4,67,39.4,0.1,51,45
2020-09-12T13:00,31.7,69,40.1,0.1,51,77
2020-09-12T14:00,31.9,68,39.4,0,3,100
2020-09-12T15:00,32.2,64,38.4,0.1,51,91
2020-09-12T16:00,27.8,81,31.9,13.7,65,92
2020-09-12T17:00,26.8,86,32,2.4,61,70
2020-09-12T18:00,26.2,89,31.9,1.3,61,47
2020-09-12T19:00,26.1,93,31.9,0.2,51,82
2020-09-12T20:00,26,92,31.3,0.9,53,38
2020-09-12T21:00,25.7,93,31,0.7,53,39
2020-09-12T22:00,25.5,93,30.8,0.1,51,36
2020-09-12T23:00,25.3,95,30.5,0.1,51,47
2020-09-13T00:00,25.3,95,30.8,0.5,53,64
2020-09-13T01:00,25.1,95,31.2,2.7,63,95
2020-09-13T02:00,24.9,96,30.9,0.3,51,100
2020-09-13T03:00,24.8,96,29.9,0.2,51,100
2020-09-13T04:00,24.6,97,29.6,0.2,51,53
2020-09-13T05:00,24.2,96,29.5,0,1,32
2020-09-13T06:00,24.2,96,29.7,0,1,41
2020-09-13T07:00,25.6,90,31.1,0,1,32
2020-09-13T08:00,27,83,32.2,0,2,66
2020-09-13T09:00,28.5,77,33.8,0,3,100
2020-09-13T10:00,29,77,34.7,0,2,58
2020-09-13T11:00,30,76,36.9,0.1,51,72
2020-09-13T12:00,30.7,69,37.6,0.2,51,100
2020-09-13T13:00,28.9,74,33.9,3.3,63,100
2020-09-13T14:00,29.8,74,36.1,0.4,51,42
2020-09-13T15:00,28.9,76,33.8,7.3,63,46
2020-09-13T16:00,28.3,81,34.3,0.4,51,68
2020-09-13T17:00,27.3,83,32.2,2.8,63,74
2020-09-13T18:00,26.8,86,32.3,0.1,51,34
2020-09-13T19:00,26.8,90,32.2,0,1,33
2020-09-13T20:00,26.2,91,31.5,0,1,47
2020-09-13T21:00,25.9,92,31.6,0.6,53,56
2020-09-13T22:00,25.4,93,31.3,1.6,61,60
2020-09-13T23:00,25.3,94,31.1,0.1,51,44
2020-09-14T00:00,25.1,95,30.6,0,1,45
2020-09-14T01:00,24.9,95,30.3,0.8,53,85
2020-09-14T02:00,24.7,94,29.7,1.3,61,92
2020-09-14T03:00,24.4,95,28.8,1.1,55,100
2020-09-14T04:00,24.1,95,29.3,1.7,61,98
2020-09-14T05:00,23.9,95,29.2,1.9,61,100
2020-09-14T06:00,23.9,95,29.4,0.1,51,49
2020-09-14T07:00,25.1,94,30.6,0,2,73
2020-09-14T08:00,26.2,88,31.6,0.2,51,100
2020-09-14T09:00,26.7,86,31.7,0.2,51,100
2020-09-14T10:00,27.1,83,31.7,0.4,51,100
2020-09-14T11:00,27.3,85,32.3,0.4,51,100
2020-09-14T12:00,26.7,86,32,0.8,53,86
2020-09-14T13:00,27.7,82,32.6,0.2,51,100
2020-09-14T14:00,28,80,32.9,0,3,100
2020-09-14T15:00,28.8,77,33.9,0,3,87
2020-09-14T16:00,28.2,78,32.6,0,3,100
2020-09-14T17:00,27.4,84,32.2,0.2,51,64
2020-09-14T18:00,26.6,89,32.1,0,1,41
2020-09-14T19:00,26.2,93,31.9,0,3,99
2020-09-14T20:00,25.6,89,30.8,3.7,63,100
2020-09-14T21:00,25.6,93,31.2,0.3,51,94
2020-09-14T22:00,25.4,93,30.8,0.1,51,81
2020-09-14T23:00,25,95,30.5,0.2,51,88
2020-09-15T00:00,24.9,96,30.7,0.1,51,88
2020-09-15T01:00,24.8,97,31,0,2,56
2020-09-15T02:00,24.5,99,30.3,0,2,64
2020-09-15T03:00,24.5,94,29.5,2.2,61,100
2020-09-15T04:00,24,94,28.3,1.8,61,100
2020-09-15T05:00,23.9,96,28.7,0.4,51,100
2020-09-15T06:00,23.9,97,28.7,0.1,51,67
2020-09-15T07:00,25.1,93,29.7,0,1,44
2020-09-15T08:00,26.4,86,31.3,0,0,15
2020-09-15T09:00,28,78,32.7,0,1,33
2020-09-15T10:00,29.4,72,34.5,0.1,51,28
2020-09-15T11:00,30.1,71,35.8,0.3,51,57
2020-09-15T12:00,30.4,71,36.4,0.2,51,69
2020-09-15T13:00,30.9,67,37,0.2,51,100
2020-09-15T14:00,30,70,34.5,3,63,95
2020-09-15T15:00,29.8,73,35.6,3.3,63,57
2020-09-15T16:00,28.2,78,33.8,5.2,63,79
2020-09-15T17:00,27.2,81,31.5,3.4,63,100
2020-09-15T18:00,25.6,90,30.4,3.6,63,100
2020-09-15T19:00,26.4,87,31.2,2.3,61,50
2020-09-15T20:00,26.1,88,31.2,1.4,61,68
2020-09-15T21:00,26,91,31.7,0,2,63
2020-09-15T22:00,25.8,93,31.4,0,1,39
2020-09-15T23:00,25.5,94,31,0,1,43
2020-09-16T00:00,25.1,96,30.6,0,1,32
2020-09-16T01:00,24.8,96,30.3,0,1,32
2020-09-16T02:00,24.5,98,29.9,0,1,38
2020-09-16T03:00,24.3,98,29.8,0,1,40
2020-09-16T04:00,24.2,99,29.6,0,0,18
2020-09-16T05:00,24.2,98,29.2,0,2,62
2020-09-16T06:00,24.4,97,29.4,0,2,65
2020-09-16T07:00,25.3,94,30.2,0,2,58
2020-09-16T08:00,26.9,85,31.4,0.3,51,40
2020-09-16T09:00,28.4,76,32.9,0.3,51,45
2020-09-16T10:00,29.5,71,34.2,0.1,51,58
2020-09-16T11:00,30.3,67,35.6,0.1,51,61
2020-09-16T12:00,30.9,64,36.2,0.1,51,67
2020-09-16T13:00,30,70,34.6,0.5,53,72
2020-09-16T14:00,29.8,71,34.3,0.1,51,47
2020-09-16T15:00,28.4,78,33,1.9,61,39
2020-09-16T16:00,28.6,77,33.4,0,2,67
2020-09-16T17:00,27.8,82,32.7,0.2,51,74
2020-09-16T18:00,26,88,30.8,2.9,63,74
2020-09-16T19:00,27.2,87,32.5,0.7,53,53
2020-09-16T20:00,27,88,31.9,0,1,32
2020-09-16T21:00,26.6,88,31.1,0,1,33
2020-09-16T22:00,26.3,88,30.9,0,1,34
2020-09-16T23:00,26,89,30.7,0,1,44
2020-09-17T00:00,25.8,90,30.5,0,1,47
2020-09-17T01:00,25.6,92,30.4,0,1,49
2020-09-17T02:00,25.5,92,30.2,0,1,50
2020-09-17T03:00,25.4,92,29.9,0,1,34
2020-09-17T04:00,25.4,92,29.8,0,2,50
2020-09-17T05:00,25.3,93,29.9,0,2,76
2020-09-17T06:00,25.3,92,29.8,0,1,32
2020-09-17T07:00,25.6,92,29.8,0,1,44
2020-09-17T08:00,27.3,83,30.7,0,3,94
2020-09-17T09:00,28.3,78,31.8,0,3,100
2020-09-17T10:00,29.4,78,33.7,0.1,51,72
2020-09-17T11:00,30.7,70,35.7,0.1,51,100
2020-09-17T12:00,29.1,74,33.1,1.1,55,75
2020-09-17T13:00,28.7,76,32.7,0.1,51,75
2020-09-17T14:00,28.4,80,33.7,0.2,51,46
2020-09-17T15:00,27.9,83,32.4,0.1,51,53
2020-09-17T16:00,27.9,82,32.8,0.1,51,58
2020-09-17T17:00,27.2,83,31.9,0.6,53,100
2020-09-17T18:00,26.3,90,31.7,0.5,53,81
2020-09-17T19:00,26.2,90,31.1,0.2,51,72
2020-09-17T20:00,26,92,31,0.5,53,64
2020-09-17T21:00,25.9,92,31.1,0.8,53,99
2020-09-17T22:00,25.6,92,30.3,1.5,61,90
2020-09-17T23:00,25.6,93,30.4,1.5,61,91
2020-09-18T00:00,25.5,93,30.1,0.5,53,85
2020-09-18T01:00,25.2,94,29.4,0.1,51,94
2020-09-18T02:00,25.1,94,28.2,0,3,100
2020-09-18T03:00,24.6,94,28,0.1,51,88
2020-09-18T04:00,24.5,94,27.9,0.5,53,80
2020-09-18T05:00,24.5,94,28.4,0.3,51,100
2020-09-18T06:00,24.6,94,28.5,0.1,51,100
2020-09-18T07:00,25.3,93,29.2,0,2,77
2020-09-18T08:00,26.1,90,29.5,0.1,51,55
2020-09-18T09:00,26.9,85,29.6,0,3,100
2020-09-18T10:00,27.4,84,30.6,0.1,51,82
2020-09-18T11:00,28.2,83,31.9,0.3,51,100
2020-09-18T12:00,27.9,85,32.2,1.3,61,89
2020-09-18T13:00,28,85,32.8,0.9,53,100
2020-09-18T14:00,26.7,88,30.9,1.2,55,89
2020-09-18T15:00,26.4,91,30.1,0.9,53,86
2020-09-18T16:00,26.2,90,29.2,0.8,53,100
2020-09-18T17:00,25.6,92,29.2,0.8,53,90
2020-09-18T18:00,25.4,92,29,0.1,51,72
2020-09-18T19:00,25.1,91,28,0,3,89
2020-09-18T20:00,25.2,91,28.3,2,61,66
2020-09-18T21:00,25,94,28.8,2.3,61,92
2020-09-18T22:00,24.8,94,28.8,3.9,63,100
2020-09-18T23:00,24.6,95,28.1,3.2,63,100
2020-09-19T00:00,24.4,94,28,1.7,61,100
2020-09-19T01:00,24.3,96,27.8,0.8,53,100
2020-09-19T02:00,24.3,95,27.9,1.6,61,88
2020-09-19T03:00,24.3,95,27.8,1.2,55,100
2020-09-19T04:00,24.3,95,27.9,0.7,53,59
2020-09-19T05:00,24.3,94,27.4,0.3,51,100
2020-09-19T06:00,24.2,94,27.5,0.5,53,92
2020-09-19T07:00,25.8,92,30.2,0.6,53,62
2020-09-19T08:00,27.1,87,30.8,0,2,61
2020-09-19T09:00,27.1,88,31.8,0.1,51,88
2020-09-19T10:00,27.7,84,32.2,0.1,51,83
2020-09-19T11:00,28.8,81,33.8,0.1,51,58
2020-09-19T12:00,29.4,77,34.4,0.2,51,100
2020-09-19T13:00,28.3,76,30.9,5,63,100
2020-09-19T14:00,27.1,88,31.9,1.6,61,38
2020-09-19T15:00,26.5,87,31,0.9,53,78
2020-09-19T16:00,26.7,87,32.1,0.3,51,41
2020-09-19T17:00,26.8,88,32.5,0.1,51,53
2020-09-19T18:00,26.3,93,32.5,0.1,51,54
2020-09-19T19:00,26.1,94,31.9,0.1,51,90
2020-09-19T20:00,25.8,95,31.7,1.2,55,90
2020-09-19T21:00,25.6,96,31.3,0.3,51,86
2020-09-19T22:00,25.4,96,31,0,3,84
2020-09-19T23:00,25.1,97,30.8,0,2,71
2020-09-20T00:00,24.9,98,30.7,0,2,57
2020-09-20T01:00,24.5,98,30.2,0.1,51,64
2020-09-20T02:00,24.5,98,30.1,0,2,58
2020-09-20T03:00,24.2,99,29.5,0,1,48
2020-09-20T04:00,24,99,29.3,0,1,41
2020-09-20T05:00,23.8,99,29,0,1,37
2020-09-20T06:00,23.9,99,29.4,0,1,44
2020-09-20T07:00,25.2,95,31.2,0,1,40
2020-09-20T08:00,27,85,33,0,1,41
2020-09-20T09:00,28.5,76,34.2,0,2,62
2020-09-20T10:00,29.2,71,34.1,0.1,51,84
2020-09-20T11:00,29.4,71,34.1,0.2,51,84
2020-09-20T12:00,29.8,70,34.3,0.5,53,79
2020-09-20T13:00,30.2,67,34.4,0,2,77
2020-09-20T14:00,30,68,33.9,0.3,51,88
2020-09-20T15:00,29,74,33.5,1.1,55,87
2020-09-20T16:00,27.8,77,31.9,4.3,63,91
2020-09-20T17:00,26.3,85,31.1,1.8,61,77
2020-09-20T18:00,26,88,31.6,0.3,51,77
2020-09-20T19:00,26.1,91,31.7,0.2,51,56
2020-09-20T20:00,26,92,31.7,0,1,30
2020-09-20T21:00,25.8,94,31.9,0,1,36
2020-09-20T22:00,25.6,95,31.7,0,1,31
2020-09-20T23:00,25.5,96,31.7,0,1,30
2020-09-21T00:00,25.1,98,31.2,0,1,35
